coinbase	BTC-USD	1	105361.6429	1.5183	sell	2026-07-18 10:00:00.000
coinbase	BTC-USD	2	104517.5086	1.9313	sell	2026-07-18 10:00:00.000
coinbase	BTC-USD	3	104900.1808	1.5698	sell	2026-07-18 10:00:00.000
kraken	BTC-USD	4	105491.1900	0.7225	buy	2026-07-18 10:00:00.000
kraken	BTC-USD	5	105004.9212	0.5709	buy	2026-07-18 10:00:00.000
kraken	BTC-USD	6	105124.2874	0.5085	buy	2026-07-18 10:00:00.000
coinbase	ETH-USD	7	3193.9247	1.4624	sell	2026-07-18 10:00:00.000
coinbase	ETH-USD	8	3199.1086	0.2104	sell	2026-07-18 10:00:00.000
coinbase	ETH-USD	9	3194.1183	1.2844	buy	2026-07-18 10:00:00.000
kraken	ETH-USD	10	3214.9314	0.9592	sell	2026-07-18 10:00:00.000
kraken	ETH-USD	11	3185.9929	1.8377	buy	2026-07-18 10:00:00.000
kraken	ETH-USD	12	3186.9847	1.6818	buy	2026-07-18 10:00:00.000
coinbase	SOL-USD	13	140.1567	1.6578	sell	2026-07-18 10:00:00.000
coinbase	SOL-USD	14	139.6415	0.6572	buy	2026-07-18 10:00:00.000
coinbase	SOL-USD	15	139.5675	1.1393	buy	2026-07-18 10:00:00.000
kraken	SOL-USD	16	140.4247	0.2936	sell	2026-07-18 10:00:00.000
kraken	SOL-USD	17	139.4277	1.9865	sell	2026-07-18 10:00:00.000
kraken	SOL-USD	18	139.4527	1.107	buy	2026-07-18 10:00:00.000
coinbase	BTC-USD	19	105049.8130	1.6308	buy	2026-07-18 10:00:01.000
coinbase	BTC-USD	20	105487.0305	1.2103	sell	2026-07-18 10:00:01.000
coinbase	BTC-USD	21	104942.2385	1.1966	sell	2026-07-18 10:00:01.000
kraken	BTC-USD	22	104807.8992	0.4918	buy	2026-07-18 10:00:01.000
kraken	BTC-USD	23	104673.8609	0.3816	sell	2026-07-18 10:00:01.000
kraken	BTC-USD	24	104975.3575	0.1888	buy	2026-07-18 10:00:01.000
coinbase	ETH-USD	25	3212.0567	1.8475	buy	2026-07-18 10:00:01.000
coinbase	ETH-USD	26	3212.7415	1.8469	sell	2026-07-18 10:00:01.000
coinbase	ETH-USD	27	3210.8117	1.0539	buy	2026-07-18 10:00:01.000
kraken	ETH-USD	28	3211.1836	1.7911	sell	2026-07-18 10:00:01.000
kraken	ETH-USD	29	3202.5502	0.9066	sell	2026-07-18 10:00:01.000
kraken	ETH-USD	30	3186.6359	1.2294	sell	2026-07-18 10:00:01.000
coinbase	SOL-USD	31	140.1219	0.6772	buy	2026-07-18 10:00:01.000
coinbase	SOL-USD	32	139.6402	1.4657	buy	2026-07-18 10:00:01.000
coinbase	SOL-USD	33	140.2875	0.7504	buy	2026-07-18 10:00:01.000
kraken	SOL-USD	34	139.7656	1.6337	buy	2026-07-18 10:00:01.000
kraken	SOL-USD	35	140.3964	1.7121	buy	2026-07-18 10:00:01.000
kraken	SOL-USD	36	139.3633	1.152	buy	2026-07-18 10:00:01.000
coinbase	BTC-USD	37	104503.0316	1.2736	buy	2026-07-18 10:00:02.000
coinbase	BTC-USD	38	104885.7699	0.7466	buy	2026-07-18 10:00:02.000
coinbase	BTC-USD	39	104513.2116	0.0531	buy	2026-07-18 10:00:02.000
kraken	BTC-USD	40	105229.0190	0.9637	buy	2026-07-18 10:00:02.000
kraken	BTC-USD	41	105458.8176	0.0553	sell	2026-07-18 10:00:02.000
kraken	BTC-USD	42	105126.6300	1.6734	buy	2026-07-18 10:00:02.000
coinbase	ETH-USD	43	3191.0665	1.2974	sell	2026-07-18 10:00:02.000
coinbase	ETH-USD	44	3197.9542	0.1315	sell	2026-07-18 10:00:02.000
coinbase	ETH-USD	45	3185.2601	0.2108	sell	2026-07-18 10:00:02.000
kraken	ETH-USD	46	3190.3794	0.7235	sell	2026-07-18 10:00:02.000
kraken	ETH-USD	47	3210.8265	1.8378	buy	2026-07-18 10:00:02.000
kraken	ETH-USD	48	3206.3263	0.4148	buy	2026-07-18 10:00:02.000
coinbase	SOL-USD	49	140.4041	0.3248	buy	2026-07-18 10:00:02.000
coinbase	SOL-USD	50	139.7792	0.5089	sell	2026-07-18 10:00:02.000
coinbase	SOL-USD	51	140.2318	0.0363	sell	2026-07-18 10:00:02.000
kraken	SOL-USD	52	140.5601	1.7509	sell	2026-07-18 10:00:02.000
kraken	SOL-USD	53	140.2085	0.7834	sell	2026-07-18 10:00:02.000
kraken	SOL-USD	54	139.5148	1.3847	sell	2026-07-18 10:00:02.000
coinbase	BTC-USD	55	105253.6531	0.6785	buy	2026-07-18 10:00:03.000
coinbase	BTC-USD	56	105046.5355	0.2783	sell	2026-07-18 10:00:03.000
coinbase	BTC-USD	57	104844.8368	0.5829	sell	2026-07-18 10:00:03.000
kraken	BTC-USD	58	105094.7916	1.785	buy	2026-07-18 10:00:03.000
kraken	BTC-USD	59	105226.4003	0.7822	sell	2026-07-18 10:00:03.000
kraken	BTC-USD	60	105345.3479	0.1706	buy	2026-07-18 10:00:03.000
coinbase	ETH-USD	61	3206.3546	0.3286	buy	2026-07-18 10:00:03.000
coinbase	ETH-USD	62	3204.3968	0.7635	sell	2026-07-18 10:00:03.000
coinbase	ETH-USD	63	3185.0095	1.7447	sell	2026-07-18 10:00:03.000
kraken	ETH-USD	64	3208.7099	1.4209	buy	2026-07-18 10:00:03.000
kraken	ETH-USD	65	3198.2513	0.5259	buy	2026-07-18 10:00:03.000
kraken	ETH-USD	66	3198.2837	1.771	buy	2026-07-18 10:00:03.000
coinbase	SOL-USD	67	140.5374	0.9942	sell	2026-07-18 10:00:03.000
coinbase	SOL-USD	68	140.4728	0.1092	sell	2026-07-18 10:00:03.000
coinbase	SOL-USD	69	139.5632	1.9988	buy	2026-07-18 10:00:03.000
kraken	SOL-USD	70	140.4724	0.2697	buy	2026-07-18 10:00:03.000
kraken	SOL-USD	71	139.8625	1.3602	sell	2026-07-18 10:00:03.000
kraken	SOL-USD	72	139.3047	0.0384	buy	2026-07-18 10:00:03.000
coinbase	BTC-USD	73	105504.2569	1.3548	buy	2026-07-18 10:00:04.000
coinbase	BTC-USD	74	104674.9829	1.2206	buy	2026-07-18 10:00:04.000
coinbase	BTC-USD	75	105392.3365	0.5672	buy	2026-07-18 10:00:04.000
kraken	BTC-USD	76	104580.1897	1.7093	sell	2026-07-18 10:00:04.000
kraken	BTC-USD	77	105134.0211	0.0535	sell	2026-07-18 10:00:04.000
kraken	BTC-USD	78	105314.8158	0.2404	sell	2026-07-18 10:00:04.000
coinbase	ETH-USD	79	3188.2695	1.0465	sell	2026-07-18 10:00:04.000
coinbase	ETH-USD	80	3187.6835	0.3173	buy	2026-07-18 10:00:04.000
coinbase	ETH-USD	81	3185.3535	0.4194	sell	2026-07-18 10:00:04.000
kraken	ETH-USD	82	3201.8674	1.8935	buy	2026-07-18 10:00:04.000
kraken	ETH-USD	83	3211.0835	1.9228	sell	2026-07-18 10:00:04.000
kraken	ETH-USD	84	3206.7954	1.8064	sell	2026-07-18 10:00:04.000
coinbase	SOL-USD	85	139.8214	1.0805	buy	2026-07-18 10:00:04.000
coinbase	SOL-USD	86	139.8258	0.5892	buy	2026-07-18 10:00:04.000
coinbase	SOL-USD	87	139.5114	0.6735	sell	2026-07-18 10:00:04.000
kraken	SOL-USD	88	140.3059	0.6831	buy	2026-07-18 10:00:04.000
kraken	SOL-USD	89	139.3577	0.3361	sell	2026-07-18 10:00:04.000
kraken	SOL-USD	90	139.8053	1.9787	buy	2026-07-18 10:00:04.000
coinbase	BTC-USD	91	104783.0774	0.9613	buy	2026-07-18 10:00:05.000
coinbase	BTC-USD	92	105455.4418	0.6227	buy	2026-07-18 10:00:05.000
coinbase	BTC-USD	93	104792.8042	1.6728	sell	2026-07-18 10:00:05.000
kraken	BTC-USD	94	104910.4577	0.2078	sell	2026-07-18 10:00:05.000
kraken	BTC-USD	95	104972.7049	1.6833	sell	2026-07-18 10:00:05.000
kraken	BTC-USD	96	104605.5410	0.2409	sell	2026-07-18 10:00:05.000
coinbase	ETH-USD	97	3197.6491	0.6108	buy	2026-07-18 10:00:05.000
coinbase	ETH-USD	98	3213.4300	1.2572	sell	2026-07-18 10:00:05.000
coinbase	ETH-USD	99	3209.7958	1.9831	buy	2026-07-18 10:00:05.000
kraken	ETH-USD	100	3186.1067	0.1785	buy	2026-07-18 10:00:05.000
kraken	ETH-USD	101	3185.9570	0.0256	sell	2026-07-18 10:00:05.000
kraken	ETH-USD	102	3201.8072	0.5867	sell	2026-07-18 10:00:05.000
coinbase	SOL-USD	103	140.4036	1.4317	buy	2026-07-18 10:00:05.000
coinbase	SOL-USD	104	139.8923	0.743	sell	2026-07-18 10:00:05.000
coinbase	SOL-USD	105	140.1193	0.3415	buy	2026-07-18 10:00:05.000
kraken	SOL-USD	106	139.8019	0.1371	buy	2026-07-18 10:00:05.000
kraken	SOL-USD	107	140.5642	0.9087	buy	2026-07-18 10:00:05.000
kraken	SOL-USD	108	139.4665	0.8019	buy	2026-07-18 10:00:05.000
coinbase	BTC-USD	109	105148.0471	1.9941	buy	2026-07-18 10:00:06.000
coinbase	BTC-USD	110	105129.5858	0.2182	sell	2026-07-18 10:00:06.000
coinbase	BTC-USD	111	104871.9336	1.0973	buy	2026-07-18 10:00:06.000
kraken	BTC-USD	112	104584.9836	1.1965	sell	2026-07-18 10:00:06.000
kraken	BTC-USD	113	104630.8221	0.8178	sell	2026-07-18 10:00:06.000
kraken	BTC-USD	114	105396.5394	0.9959	sell	2026-07-18 10:00:06.000
coinbase	ETH-USD	115	3210.6731	1.9964	buy	2026-07-18 10:00:06.000
coinbase	ETH-USD	116	3201.3699	1.8633	buy	2026-07-18 10:00:06.000
coinbase	ETH-USD	117	3194.8871	1.9255	sell	2026-07-18 10:00:06.000
kraken	ETH-USD	118	3210.1798	0.0806	buy	2026-07-18 10:00:06.000
kraken	ETH-USD	119	3211.9835	1.2091	buy	2026-07-18 10:00:06.000
kraken	ETH-USD	120	3210.9547	1.1701	sell	2026-07-18 10:00:06.000
coinbase	SOL-USD	121	139.3929	0.1784	buy	2026-07-18 10:00:06.000
coinbase	SOL-USD	122	139.3929	0.2697	sell	2026-07-18 10:00:06.000
coinbase	SOL-USD	123	139.3214	1.6895	sell	2026-07-18 10:00:06.000
kraken	SOL-USD	124	140.5067	1.6033	sell	2026-07-18 10:00:06.000
kraken	SOL-USD	125	140.6560	1.0149	buy	2026-07-18 10:00:06.000
kraken	SOL-USD	126	140.1034	1.3604	buy	2026-07-18 10:00:06.000
coinbase	BTC-USD	127	105259.3137	1.8125	buy	2026-07-18 10:00:07.000
coinbase	BTC-USD	128	104779.1473	1.8033	sell	2026-07-18 10:00:07.000
coinbase	BTC-USD	129	105341.9814	0.9696	sell	2026-07-18 10:00:07.000
kraken	BTC-USD	130	105112.8014	0.4748	buy	2026-07-18 10:00:07.000
kraken	BTC-USD	131	105164.8338	0.0105	buy	2026-07-18 10:00:07.000
kraken	BTC-USD	132	104792.5642	1.1448	sell	2026-07-18 10:00:07.000
coinbase	ETH-USD	133	3186.0999	1.7212	sell	2026-07-18 10:00:07.000
coinbase	ETH-USD	134	3208.7194	0.7745	sell	2026-07-18 10:00:07.000
coinbase	ETH-USD	135	3185.9923	1.2856	buy	2026-07-18 10:00:07.000
kraken	ETH-USD	136	3191.6465	1.4616	sell	2026-07-18 10:00:07.000
kraken	ETH-USD	137	3185.7769	0.0815	sell	2026-07-18 10:00:07.000
kraken	ETH-USD	138	3188.5090	1.781	buy	2026-07-18 10:00:07.000
coinbase	SOL-USD	139	140.2430	0.3112	sell	2026-07-18 10:00:07.000
coinbase	SOL-USD	140	139.8756	1.2274	sell	2026-07-18 10:00:07.000
coinbase	SOL-USD	141	139.9424	0.2119	buy	2026-07-18 10:00:07.000
kraken	SOL-USD	142	139.3283	1.2006	buy	2026-07-18 10:00:07.000
kraken	SOL-USD	143	140.1820	0.2195	sell	2026-07-18 10:00:07.000
kraken	SOL-USD	144	139.5730	1.569	sell	2026-07-18 10:00:07.000
coinbase	BTC-USD	145	104591.5468	0.1297	sell	2026-07-18 10:00:08.000
coinbase	BTC-USD	146	105120.0474	1.8685	buy	2026-07-18 10:00:08.000
coinbase	BTC-USD	147	105492.9597	1.4301	sell	2026-07-18 10:00:08.000
kraken	BTC-USD	148	105302.9948	0.2629	sell	2026-07-18 10:00:08.000
kraken	BTC-USD	149	105314.3083	1.8346	buy	2026-07-18 10:00:08.000
kraken	BTC-USD	150	105019.9577	1.5731	buy	2026-07-18 10:00:08.000
